5 2.7641e-05
10 7.7147e-05
15 0.000172353
20 0.000295725
30 0.000934142
40 0.00227113
55 0.0056225
80 0.0155225
120 0.0507808
160 0.117432
200 0.226445
500 3.47964
700 9.5614
1000 27.9369
