5 4.2713e-05
10 0.000142438
15 0.000276457
20 0.000401135
30 0.000978186
40 0.00201182
55 0.00413163
80 0.00789231
120 0.0191874
160 0.0360419
200 0.0567196
500 0.410052
700 0.837864
1000 1.77492
