100 3.0477e-05
200 0.000116365
300 0.000857341
400 0.00125578
500 0.00126749
600 0.00217566
700 0.0013248
800 0.00167935
900 0.00208802
1000 0.00253051
1100 0.00302016
1200 0.00363198
1300 0.00457318
1400 0.00486785
1500 0.00557693
1600 0.00639286
1700 0.00730809
1800 0.00815669
1900 0.00932402
2000 0.0115603
2100 0.0111323
2200 0.0122679
2300 0.0135861
2400 0.015089
2500 0.0158756
2600 0.0175492
2700 0.0185567
2800 0.0202732
2900 0.021995
3000 0.0228618
3100 0.0251452
3200 0.0264352
3300 0.0323956
3400 0.0436109
3500 0.0350854
3600 0.0345991
3700 0.0371286
3800 0.038513
3900 0.0409864
4000 0.0463593
4100 0.0464719
4200 0.0478067
4300 0.0504956
4400 0.0542428
4500 0.0564864
4600 0.0590167
4700 0.0614103
4800 0.0646632
4900 0.0677195
5000 0.0709754
5100 0.0754213
5200 0.0784579
5300 0.0801393
5400 0.0841834
5500 0.0874245
5600 0.102144
5700 0.096188
5800 0.103285
5900 0.105014
6000 0.108453
6100 0.11169
6200 0.116292
6300 0.122166
6400 0.128887
6500 0.134095
6600 0.136116
6700 0.154728
6800 0.140065
6900 0.147676
7000 0.162477
7100 0.167495
7200 0.175896
7300 0.166602
7400 0.170125
7500 0.176048
7600 0.180189
7700 0.185649
7800 0.197743
7900 0.19505
8000 0.201446
8100 0.206038
8200 0.214098
8300 0.241634
8400 0.225258
8500 0.247376
8600 0.235769
8700 0.247574
8800 0.24721
8900 0.253791
9000 0.259861
9100 0.274136
9200 0.274236
9300 0.283195
9400 0.286894
9500 0.294854
9600 0.306866
9700 0.302914
9800 0.317677
9900 0.319732
