100 2.2074e-05
200 7.6755e-05
300 0.000175917
400 0.000276146
500 0.00043439
600 0.00061293
700 0.000850379
800 0.00110477
900 0.00138152
1000 0.00166803
1100 0.0021746
1200 0.0024155
1300 0.00283342
1400 0.00323557
1500 0.00368721
1600 0.004288
1700 0.00473414
1800 0.00556412
1900 0.00585198
2000 0.00683833
2100 0.00737096
2200 0.00799662
2300 0.00864726
2400 0.0095048
2500 0.0103269
2600 0.0112869
2700 0.0118127
2800 0.0127937
2900 0.0138346
3000 0.0146102
3100 0.0156564
3200 0.0168098
3300 0.0177827
3400 0.0187314
3500 0.019865
3600 0.0212178
3700 0.0222723
3800 0.0237872
3900 0.0262642
4000 0.0260133
4100 0.0273764
4200 0.0290614
4300 0.0303607
4400 0.0314189
4500 0.0327947
4600 0.0341961
4700 0.0357188
4800 0.0373837
4900 0.0388998
5000 0.0403625
5100 0.0420915
5200 0.0438566
5300 0.0487
5400 0.0473735
5500 0.0484922
5600 0.050377
5700 0.0521494
5800 0.0543442
5900 0.0583372
6000 0.0579846
6100 0.0600361
6200 0.063413
6300 0.063599
6400 0.0656185
6500 0.0677015
6600 0.0698252
6700 0.0719905
6800 0.074228
6900 0.0775806
7000 0.0829317
7100 0.0804079
7200 0.0829746
7300 0.100559
7400 0.0873593
7500 0.0903275
7600 0.0925788
7700 0.0946827
7800 0.0970474
7900 0.0997109
8000 0.103462
8100 0.108688
8200 0.107445
8300 0.113489
8400 0.114455
8500 0.116619
8600 0.117735
8700 0.120702
8800 0.123434
8900 0.126186
9000 0.132813
9100 0.132747
9200 0.135303
9300 0.137915
9400 0.140894
9500 0.143571
9600 0.147076
9700 0.153982
9800 0.153026
9900 0.170002
