1000 0.00010532
2000 0.00022568
3000 0.000355356
4000 0.000475339
5000 0.000631237
6000 0.000760281
7000 0.000881115
8000 0.0010276
9000 0.00116716
10000 0.00146544
11000 0.00156706
12000 0.00158669
13000 0.0019969
14000 0.0019783
15000 0.00201796
16000 0.00219965
17000 0.00253517
18000 0.0025967
19000 0.00276452
20000 0.00281812
21000 0.00296359
22000 0.00314779
23000 0.00413351
24000 0.00487002
25000 0.00521867
26000 0.00533459
27000 0.00545754
28000 0.00477168
29000 0.00462835
30000 0.00433843
31000 0.00467793
32000 0.0046471
33000 0.0048636
34000 0.00542649
35000 0.00517558
36000 0.00540974
37000 0.00570173
38000 0.00586135
39000 0.00585947
40000 0.00634996
41000 0.00632335
42000 0.00632691
43000 0.00643908
44000 0.00677726
45000 0.00683183
46000 0.00726132
47000 0.00714306
48000 0.00752592
49000 0.00744984
50000 0.00769648
51000 0.00798485
52000 0.00786323
53000 0.00819716
54000 0.00871859
55000 0.00839541
56000 0.00881648
57000 0.00871926
58000 0.00885489
59000 0.00933759
60000 0.00934394
61000 0.00944549
62000 0.00977272
63000 0.0102069
64000 0.0101114
65000 0.0101337
66000 0.0102562
67000 0.0103767
68000 0.0107529
69000 0.010826
70000 0.0110544
71000 0.0111405
72000 0.0118915
73000 0.0118991
74000 0.0119333
75000 0.011947
76000 0.0119492
77000 0.0156255
78000 0.0123388
79000 0.0127571
80000 0.0127318
81000 0.0130311
82000 0.0130361
83000 0.0133434
84000 0.0134406
85000 0.0137628
86000 0.0137922
87000 0.0143221
88000 0.0138481
89000 0.014359
90000 0.0145317
91000 0.0150407
92000 0.0147183
93000 0.0151585
94000 0.0150899
95000 0.015408
96000 0.0157866
97000 0.0158986
98000 0.0156698
99000 0.0163798
